15-May-2013 14:28:46
Z:\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20130515-05.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-CAD-04.19.13-ch03
Sm = [0.00  0.12  0.27  0.46  0.70  1.00]
Dy = [0.00  0.12  0.27  0.46  0.70  1.00]
Tm = [0.00  0.12  0.27  0.46  0.70  1.00]
Mixer cleaning time = 6.00 sec
Mixing time = 3.00 min 30.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 3.00 min 0.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [17.46  18.35  18.17  14.00   0.38]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [17.46  18.35  18.17  14.00   0.38]
Flush/clean water: ch = 1, press = 4.00 psi
Oil: ch = 3, press = 15.00 psi
Push Water: ch = 2, press = 5.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  8,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C8,  C7,  C6,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
15	0.00	0.27	0.46	0.27	2.48	 0.38	13.10	 2.90
16	0.00	0.27	0.70	0.03	2.48	2.59	2.56	9.34
17	0.00	0.46	0.00	0.54	2.48	2.59	8.74	4.58
18	0.00	0.46	0.12	0.42	2.48	5.34	0.38	8.92
19	0.00	0.46	0.27	0.27	2.48	5.34	5.29	5.14
20	0.00	0.46	0.46	0.08	2.48	8.83	0.38	6.26
21	0.00	0.70	0.00	0.30	2.48	8.83	5.29	2.48
22	0.00	0.70	0.12	0.18	2.48	13.23	 2.56	 1.22
23	0.00	0.70	0.27	0.03	5.10	0.38	2.56	8.92
24	0.00	1.00	0.00	0.00	5.10	0.38	8.74	4.16
25	0.12	0.00	0.00	0.88	5.10	2.59	0.38	8.92
26	0.12	0.00	0.12	0.76	5.10	2.59	5.29	5.14
27	0.12	0.00	0.27	0.61	5.10	5.34	0.38	6.82
28	0.12	0.00	0.46	0.42	5.10	5.34	5.29	3.04
29	0.12	0.00	0.70	0.18	5.10	8.83	0.38	4.16
30	0.12	0.12	0.00	0.76	5.10	8.83	5.29	0.38
31	0.12	0.12	0.12	0.64	8.41	0.38	0.38	7.94
32	0.12	0.12	0.27	0.49	8.41	0.38	5.29	4.16
33	0.12	0.12	0.46	0.30	8.41	2.59	0.38	6.26
34	0.12	0.12	0.70	0.06	8.41	2.59	5.29	2.48
35	0.12	0.27	0.00	0.61	8.41	5.34	2.56	2.48
36	0.12	0.27	0.12	0.49	8.41	8.83	0.38	1.50
37	0.12	0.27	0.27	0.34	12.60	 0.38	 2.56	 2.90
38	0.12	0.27	0.46	0.15	12.60	 2.59	 0.38	 2.90
39	0.12	0.46	0.00	0.42	12.60	 5.34	 0.38	 0.80
Mixer 2
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
1	0.00	0.00	0.00	1.00	0.38	 0.38	 2.56	12.70
2	0.00	0.00	0.12	0.88	0.38	0.38	8.74	7.94
3	0.00	0.00	0.27	0.73	0.38	 0.38	15.00	 0.38
4	0.00	0.00	0.46	0.54	0.38	 2.59	 2.56	11.02
5	0.00	0.00	0.70	0.30	0.38	2.59	8.74	6.26
6	0.00	0.00	1.00	0.00	0.38	 5.34	 0.38	10.60
7	0.00	0.12	0.00	0.88	0.38	5.34	5.29	6.82
8	0.00	0.12	0.12	0.76	0.38	 5.34	13.10	 0.80
9	0.00	0.12	0.27	0.61	0.38	8.83	2.56	6.26
10	0.00	0.12	0.46	0.42	0.38	8.83	8.74	1.50
11	0.00	0.12	0.70	0.18	0.38	13.23	 2.56	 2.90
12	0.00	0.27	0.00	0.73	0.38	15.00	 0.38	 0.38
13	0.00	0.27	0.12	0.61	2.48	 0.38	 2.56	11.02
14	0.00	0.27	0.27	0.46	2.48	0.38	8.74	6.26
15	0.00	0.27	0.46	0.27	2.48	 2.59	 0.38	11.02
16	0.00	0.27	0.70	0.03	2.48	2.59	5.29	7.24
17	0.00	0.46	0.00	0.54	2.48	 2.59	13.10	 1.22
18	0.00	0.46	0.12	0.42	2.48	5.34	2.56	7.24
19	0.00	0.46	0.27	0.27	2.48	5.34	8.74	2.48
20	0.00	0.46	0.46	0.08	2.48	8.83	2.56	4.58
21	0.00	0.70	0.00	0.30	2.48	13.23	 0.38	 2.90
22	0.00	0.70	0.12	0.18	5.10	 0.38	 0.38	10.60
23	0.00	0.70	0.27	0.03	5.10	0.38	5.29	6.82
24	0.00	1.00	0.00	0.00	5.10	 0.38	13.10	 0.80
25	0.12	0.00	0.00	0.88	5.10	2.59	2.56	7.24
26	0.12	0.00	0.12	0.76	5.10	2.59	8.74	2.48
27	0.12	0.00	0.27	0.61	5.10	5.34	2.56	5.14
28	0.12	0.00	0.46	0.42	5.10	5.34	8.74	0.38
29	0.12	0.00	0.70	0.18	5.10	8.83	2.56	2.48
30	0.12	0.12	0.00	0.76	5.10	13.23	 0.38	 0.80
31	0.12	0.12	0.12	0.64	8.41	0.38	2.56	6.26
32	0.12	0.12	0.27	0.49	8.41	0.38	8.74	1.50
33	0.12	0.12	0.46	0.30	8.41	2.59	2.56	4.58
34	0.12	0.12	0.70	0.06	8.41	5.34	0.38	4.16
35	0.12	0.27	0.00	0.61	8.41	5.34	5.29	0.38
36	0.12	0.27	0.12	0.49	12.60	 0.38	 0.38	 4.58
37	0.12	0.27	0.27	0.34	12.60	 0.38	 5.29	 0.80
38	0.12	0.27	0.46	0.15	12.60	 2.59	 2.56	 1.22
39	0.12	0.46	0.00	0.42	15.00	 0.38	 0.38	 0.38
% Making Code # 1 = [0.00  0.00  0.00  1.00]
% Making Code # 2 = [0.00  0.00  0.12  0.88]
% Making Code # 3 = [0.00  0.00  0.27  0.73]
% Making Code # 4 = [0.00  0.00  0.46  0.54]
% Making Code # 5 = [0.00  0.00  0.70  0.30]
% Making Code # 6 = [0.00  0.00  1.00  0.00]
% Making Code # 7 = [0.00  0.12  0.00  0.88]
% Making Code # 8 = [0.00  0.12  0.12  0.76]
% Making Code # 9 = [0.00  0.12  0.27  0.61]
% Making Code # 10 = [0.00  0.12  0.46  0.42]
% Making Code # 11 = [0.00  0.12  0.70  0.18]
% Making Code # 12 = [0.00  0.27  0.00  0.73]
% Making Code # 13 = [0.00  0.27  0.12  0.61]
% Making Code # 14 = [0.00  0.27  0.27  0.46]
% Making Code # 15 = [0.00  0.27  0.46  0.27]
% Making Code # 16 = [0.00  0.27  0.70  0.03]
% Making Code # 17 = [0.00  0.46  0.00  0.54]
% Making Code # 18 = [0.00  0.46  0.12  0.42]
% Making Code # 19 = [0.00  0.46  0.27  0.27]
% Making Code # 20 = [0.00  0.46  0.46  0.08]
% Making Code # 21 = [0.00  0.70  0.00  0.30]
% Making Code # 22 = [0.00  0.70  0.12  0.18]
% Making Code # 23 = [0.00  0.70  0.27  0.03]
% Making Code # 24 = [0.00  1.00  0.00  0.00]
% Making Code # 25 = [0.12  0.00  0.00  0.88]
% Making Code # 26 = [0.12  0.00  0.12  0.76]
% Making Code # 27 = [0.12  0.00  0.27  0.61]
% Making Code # 28 = [0.12  0.00  0.46  0.42]
% Making Code # 29 = [0.12  0.00  0.70  0.18]
% Making Code # 30 = [0.12  0.12  0.00  0.76]
% Making Code # 31 = [0.12  0.12  0.12  0.64]
% Making Code # 32 = [0.12  0.12  0.27  0.49]
% Making Code # 33 = [0.12  0.12  0.46  0.30]
% Making Code # 34 = [0.12  0.12  0.70  0.06]
% Making Code # 35 = [0.12  0.27  0.00  0.61]
% Making Code # 36 = [0.12  0.27  0.12  0.49]
% Making Code # 37 = [0.12  0.27  0.27  0.34]
% Making Code # 38 = [0.12  0.27  0.46  0.15]
% Making Code # 39 = [0.12  0.46  0.00  0.42]
% Making Code # 40 = [0.12  0.46  0.12  0.30]
% Making Code # 41 = [0.12  0.46  0.27  0.15]
% Making Code # 42 = [0.12  0.70  0.00  0.18]
% Making Code # 43 = [0.12  0.70  0.12  0.06]
% Making Code # 44 = [0.27  0.00  0.00  0.73]
% Making Code # 45 = [0.27  0.00  0.12  0.61]
% Making Code # 46 = [0.27  0.00  0.27  0.46]
% Making Code # 47 = [0.27  0.00  0.46  0.27]
% Making Code # 48 = [0.27  0.00  0.70  0.03]
% Making Code # 49 = [0.27  0.12  0.00  0.61]
% Making Code # 50 = [0.27  0.12  0.12  0.49]
% Making Code # 51 = [0.27  0.12  0.27  0.34]
% Making Code # 52 = [0.27  0.12  0.46  0.15]
% Making Code # 53 = [0.27  0.27  0.00  0.46]
% Making Code # 54 = [0.27  0.27  0.12  0.34]
% Making Code # 55 = [0.27  0.27  0.27  0.19]
% Making Code # 56 = [0.27  0.27  0.46  0.00]
% Making Code # 57 = [0.27  0.46  0.00  0.27]
% Making Code # 58 = [0.27  0.46  0.12  0.15]
% Making Code # 59 = [0.27  0.46  0.27  0.00]
% Making Code # 60 = [0.27  0.70  0.00  0.03]
% Making Code # 61 = [0.46  0.00  0.00  0.54]
% Making Code # 62 = [0.46  0.00  0.12  0.42]
% Making Code # 63 = [0.46  0.00  0.27  0.27]
% Making Code # 64 = [0.46  0.00  0.46  0.08]
% Making Code # 65 = [0.46  0.12  0.00  0.42]
% Making Code # 66 = [0.46  0.12  0.12  0.30]
% Making Code # 67 = [0.46  0.12  0.27  0.15]
% Making Code # 68 = [0.46  0.27  0.00  0.27]
% Making Code # 69 = [0.46  0.27  0.12  0.15]
% Making Code # 70 = [0.46  0.27  0.27  0.00]
% Making Code # 71 = [0.46  0.46  0.00  0.08]
% Making Code # 72 = [0.70  0.00  0.00  0.30]
% Making Code # 73 = [0.70  0.00  0.12  0.18]
% Making Code # 74 = [0.70  0.00  0.27  0.03]
% Making Code # 75 = [0.70  0.12  0.00  0.18]
% Making Code # 76 = [0.70  0.12  0.12  0.06]
% Making Code # 77 = [0.70  0.27  0.00  0.03]
% Making Code # 78 = [1.00  0.00  0.00  0.00]
% DONE!
